9	3.5	31.4	12.9	3.9	3.9	4.7	2.4	3.1	4.3	34.9	34.1	39.2	11.4	21.6	28.2	21.2	43.5	4.7	5.9		2
2.4	11.4	85.4	16.5	3.9	3.1	3.9	3.9	7.5	9	6.3	51	56.8	100	91.3	60.3	66.2	40	4.7	5.9		3
3.1	3.1	5.5	5.9	6.7	7.4	16.1	77.2	6.3	9	100	68.6	99.9	100	72.5	75.6	13.3	5.1	2.4	13.3		4
3.1	2.4	3.9	9	18.8	97.7	15.3	10.6	96.5	65.8	81.9	100	39.6	94.9	100	61.1	100	4.3	6.3	5.5		5
4.7	6.3	7.8	18.4	98.8	100	15.3	100	67.8	12.1	100	92.1	65.9	41.9	30.5	12.1	8.6	40.7	100	61.9		6
8.6	62.7	64.6	93.4	100	99.9	31.7	40.7	8.6	4.3	10.6	11	7.1	29.8	30.5	99.1	68.6	42.7	81.9	11		7
100	20.8	25.9	32.1	48.6	13.7	7.4	5.1	4.7	4.7	5.9	52.9	10.2	49.4	65.5	41.5	52.5	31.3	28.6	22.3		8
21.6	7.1	3.9	5.5	5.9	33.7	72.1	33.3	5.5	80.7	18.4	12.5	34.9	27.4	5.1	29	9.4	99.9	41.5	5.5		9


36.5	23.1	16.9	19.2	3.1	100	7.8	3.9	73.7	3.9	9	7.1	4.3	4.3	4.3	4.3	99.5	27.4	21.9	3.1		0
5.9	3.5	4.3	10.2	8.2	3.5	5.5	13.3	4.7	3.1	3.9	36.4	96.5	76.8	20	50.5	40.7	11.8	16.8	5.5		1
2.4	2.4	34.1	14.5	2.4	3.1	3.1	4.7	3.1	3.1	35.7	30.6	27.4	9	23.9	29.8	26.6	48.2	3.1	9.4		2
3.1	9.8	94.4	5.5	4.7	3.1	5.5	3.9	7.1	9	10.2	82.7	54.9	99.6	90.9	59.2	56	59.2	5.9	6.3		3
3.1	3.1	7.4	4.3	5.9	9.8	16.1	84.7	5.9	7.1	100	67.8	100	100	71.3	75.6	11.4	5.1	2.4	13.7		4
2.4	3.9	3.9	8.6	19.2	97.7	12.9	10.6	98.4	64.7	75.7	98	43.5	93.7	100	62.3	96.4	5.1	6.3	2.4		5
4.7	3.9	7.4	19.2	98	100	17.6	100	76.8	12.1	100	90.9	69.8	41.5	27.4	12.5	8.6	38.8	100	53.3		6
8.6	62.7	67.4	96.9	100	98	50.6	45.8	74.1	7.1	11	13.7	7.4	33.3	39.2	99.9	63.9	44.7	80.7	10.2		7
100	21.2	27	40	36.4	12.1	7.1	5.9	5.5	21.2	5.1	50.6	10.6	47.4	62.7	37.6	48.6	30.5	30.5	22.7		8
28.2	37.6	37.2	5.1	5.9	5.1	78.4	40.4	4.7	57.2	18	9.8	34.1	37.2	5.5	26.2	9	99.9	41.5	4.7		9


31	21.2	14.5	18	3.1	94.9	4.3	2.4	71.7	3.1	9.4	32.5	3.1	2.4	3.9	4.7	99.9	25.9	20.4	2.4		0
3.5	0.8	2	9	6.3	3.9	3.1	14.1	3.9	8.6	3.1	36.4	96.1	76.4	14.9	47.4	12.1	11	15.7	7.8		1
2.4	4.3	31	11.4	2.4	3.1	3.1	3.1	2.4	3.1	31	27.1	25.1	7.8	22.4	28.2	29.8	44.7	3.1	7.1		2
2	9	87	6.3	3.1	3.1	3.9	3.1	6.7	7.5	9	84.3	65.9	98	85.4	52.5	49	58	2.8	4.3		3
2	2	4.3	3.1	6.3	7.1	16.9	77.2	5.5	6.3	95.7	59.2	100	100	72.9	69.8	10.2	3.5	2.4	9.4		4
2.4	2.4	3.9	7.8	16.8	96.9	99.6	11.4	94.5	60	74.1	91.8	42.3	90.5	100	59.6	93.7	4.7	4.7	3.1		5
3.1	5.1	5.9	13.7	98.8	100	17.2	100	69	9	100	85.5	72.9	36.8	22.7	11.4	6.3	38.8	100	54.9		6
6.7	57.2	60.3	94.5	100	93.7	41.9	42.7	83.9	5.5	10.6	10.2	6.7	29	34.1	99.9	59.2	41.5	78.8	11		7
96.9	17.2	21.2	35.3	36.4	10.2	8.2	6.7	9.8	40	4.3	51.4	9	44.3	60.4	39.2	46.2	27.4	28.2	19.6		8
25.1	39.6	38	5.1	5.5	4.3	82.7	100	4.7	54.5	16.8	9.8	31.7	33.7	4.3	22.3	7.5	99.9	36.8	4.3		9


29	16.1	12.9	14.5	2.8	91.7	5.9	2.4	67	3.1	10.6	2.4	9.4	3.1	3.9	4.7	97.6	21.6	14.1	3.1		0
2.4	1.6	3.1	6.7	8.2	3.9	3.1	12.2	4.3	3.9	4.3	47.8	95.3	76.4	16.9	75.2	21.6	12.9	14.1	8.6		1
2.4	4.3	27.1	10.2	1.2	2.4	3.1	3.1	2.8	2.8	33	30.6	34.5	44.7	22.8	30.6	26.6	45.8	3.1	9		2
2	9.4	85.4	5.9	3.1	3.1	3.1	3.5	5.1	7.5	9	83.9	84.3	100	89	57.2	50.9	60	5.1	5.9		3
2	2	4.7	3.5	5.5	6.7	12.9	77.2	4.7	5.9	93.7	66.2	100	100	68.2	69	10.6	3.5	2	10.2		4
2.4	2.4	3.1	7.8	16.4	99.6	100	10.2	98	56.4	71	98	40.7	90.9	100	62.3	99.6	4.3	5.5	1.6		5
2.8	4.7	5.9	15.7	98.8	100	17.2	100	67	9.4	100	87	66.6	38.4	24.7	11.8	7.1	40.4	100	55.6		6
8.6	60.4	59.9	95.7	100	97.6	23.5	44.3	62.7	8.2	11.4	11.4	7.5	29.4	34.9	99.9	60.4	41.5	77.6	10.2		7
96.1	16.1	22.3	32.1	35.3	11.4	29.8	7.4	7.8	31	5.5	54.1	9.8	44.7	58.8	34.1	47.4	28.6	27	20.4		8
20	22.4	4.7	7.5	4.7	4.3	100	99.6	6.3	70.1	17.6	10.2	29.4	27.4	3.5	20.4	9.4	99.1	35.7	3.9		9


28.6	20.8	16.5	21.6	3.9	90.2	3.2	3.1	70.6	4.7	12.5	4.7	4.3	3.9	4.3	4.3	99.9	27	15.3	6.7		0
3.1	2	4.3	8.6	6.7	3.5	4.3	14.9	4.3	3.1	3.9	43.9	97.3	77.6	18	77.2	35.3	12.9	18	9.8		1
3.1	1.6	31.8	10.2	2	3.1	3.1	3.9	3.1	3.1	32.6	32.9	31	42.7	25.5	31.7	33.7	48.6	3.5	9		2
2	8.6	85.4	6.3	3.9	3.1	3.9	2.8	6.3	5.9	9.4	88.2	73.7	100	85.8	56	58	59.2	4.3	5.9		3
2.4	3.1	5.5	3.5	5.1	6.7	15.3	82.3	5.5	6.7	97.6	66.3	100	100	65.5	74.9	9.4	3.1	2	8.6		4
2.4	2.4	3.1	8.6	16.5	99.6	100	11.4	96.9	58.8	72.5	93.7	41.9	91.7	100	60.7	92.9	6.3	4.7	2.8		5
3.1	4.3	7.1	16.1	99.2	100	16.5	100	71.7	11.4	100	87	65.5	38	23.5	11	7.5	37.6	100	52.1		6
9	59.2	62.7	94.9	100	99.9	9	67.4	84.7	4.7	8.6	8.6	9	28.6	34.9	99.9	61.5	43.1	80.3	9		7
97.6	18	20.8	36.8	34.9	11	9.4	7.8	9	37.7	4.7	53.3	10.6	44.3	61.2	36.1	48.2	28.6	25.5	23.1		8
26.7	34.9	29.4	16.5	5.9	5.1	80.7	100	5.9	53.3	19.2	10.6	31.4	32.9	4.3	21.9	8.2	98.7	36.4	3.1		9


27.1	20.8	14.9	15.7	3.1	97.2	3.1	3.1	76.8	3.1	13.3	7.5	3.1	4.3	3.5	3.5	99.9	20.8	12.5	3.1		0
4.3	2.4	3.1	7.1	6.7	3.5	4.7	15.7	5.1	5.5	3.5	37.6	96.5	78.4	18	74.8	46.2	13.7	20.8	11.4		1
2	2	27	10.6	1.2	3.1	3.1	3.9	3.1	3.9	32.6	34.1	29.4	8.6	27.8	35.3	37.2	49.4	3.9	7.1		2
2.4	9.8	79.9	7.1	3.9	3.1	4.7	3.1	6.3	8.6	10.6	90.2	70.6	100	88.6	58.8	54.9	59.2	5.1	6.3		3
2.4	2.4	4.3	4.7	5.9	7.8	12.9	82.3	4.7	5.9	100	66.6	100	100	69.8	76.8	9	5.5	3.1	12.9		4
2.4	3.1	3.1	7.8	17.2	98.8	80.7	11.4	98	62.3	73.3	93.7	39.2	92.1	100	62.7	91.7	3.1	4.3	1.6		5
3.1	3.9	6.7	16.4	98	99.9	17.2	100	71.7	12.9	100	91.7	70.2	41.1	27.4	11.8	6.3	40.7	100	56.8		6
8.6	60.3	61.9	94.9	100	94.5	11	65.8	93.3	7.1	11.4	8.2	7.5	32.5	35.2	99.9	62.3	43.5	82.3	9.8		7
99.2	19.6	18.4	35.3	36.8	13.3	14.9	9	10.6	54.5	5.5	54.5	10.6	43.9	60.8	36.1	49.4	31.3	27.8	20.8		8
27.1	40.8	34.5	24.3	5.1	5.1	96.4	100	6.7	54.5	20	11.8	31	34.1	4.3	21.9	8.6	99.5	40.4	4.7		9


27.5	22.7	17.7	20	2	96.8	2	2	83.1	3.1	12.2	9.4	2.8	2.8	3.1	3.5	98.8	19.2	9.4	1.2		0
2.4	2.4	3.1	7.1	5.9	3.5	1.2	13.7	3.9	7.5	2.4	42.3	95.3	74.9	14.5	45.4	18.8	13.3	21.6	9.4		1
1.2	0.4	27.8	10.6	2	2.4	2.4	1.2	2	2.4	31	32.5	30.2	7.8	27.9	36.1	34.1	51.3	3.1	9.8		2
1.2	8.6	70.1	3.5	2.4	3.1	2.4	1.6	6.3	6.7	12.1	94.1	67	99.6	91.3	58.8	50.5	62.7	4.7	5.1		3
2.4	1.6	3.1	2.8	3.9	7.1	12.5	80.8	4.3	7.1	100	67.4	100	100	65.5	78	9.8	4.3	2.4	10.2		4
1.2	1.2	2	7.1	17.2	96.9	76.4	9.8	99.2	56.1	72.1	95.3	36.8	90.2	100	61.1	94.5	3.9	4.3	2.4		5
2.8	3.5	7.1	15.7	99.2	100	14.9	100	71.3	9.8	100	88.6	67.8	40.4	27	11	6.7	42.7	100	58		6
7.8	58	63.5	95.3	100	93.3	10.2	69	91.3	6.7	10.6	7.1	6.3	30.6	36.8	100	63.1	43.5	79.5	9.4		7
100	20	20	36.8	38	30.2	15.7	7.8	11.4	61.6	4.3	57.6	9.8	42.7	61.9	37.6	48.2	29.8	24.7	21.5		8
31.4	43.9	34.9	29.4	5.5	6.7	99.9	100	4.3	50.6	18.4	9.4	27.8	36.4	3.1	19.6	7.1	99.1	38.4	4.3		9


29	21.6	15.7	21.2	2.4	94.9	2.4	2.4	84.3	3.1	10.6	6.3	4.3	2.4	3.1	3.5	99.9	13.7	6.3	1.2		0
3.1	2	3.9	7.1	5.5	3.1	4.3	14.5	3.9	15.3	3.9	43.1	96.5	78.4	11.4	36.8	17.2	13.3	20.8	10.2		1
2.4	2.8	27.8	9.4	2.4	2	3.1	3.1	3.1	4.7	35.3	32.5	31.4	8.6	27.8	36.4	36.8	52.9	2	7.1		2
1.2	10.6	65.4	5.1	2.4	2.4	3.9	3.1	7.1	9	11	99.2	62.7	100	93.7	64.3	53.3	35.7	12.2	5.9		3
2.4	2.4	3.9	4.3	6.3	7.8	16.5	82.3	5.1	6.3	100	74.5	100	100	68.2	79.6	16.1	2.8	2.4	11.4		4
2.4	2.4	4.7	8.2	18.8	99.6	87	10.2	95.7	62.7	73.3	93	43.9	94.5	100	64.2	92.5	4.3	5.5	2.8		5
3.5	5.1	6.3	16.4	98	99.9	16.1	100	70.6	12.2	100	92.5	73.7	40.7	27.8	11.8	7.5	43.1	100	51.3		6
7.5	60.7	62.7	94.5	100	95.6	12.5	72.5	95.6	8.2	12.2	8.6	7.1	30.2	38.8	100	64.7	44.3	81.9	10.2		7
100	20	18.8	37.6	39.2	46.2	22.7	7.1	12.5	71	5.9	58.8	10.2	45.8	61.6	38	50.1	30.2	27.4	23.5		8
30.6	46.6	39.6	34.1	6.7	15.3	89.7	89.7	5.1	51.7	22.7	12.5	31.4	35.7	3.9	24.7	8.2	99.9	39.2	5.5		9


32.2	24.7	16.9	20.4	3.9	95.3	2.4	2.4	87	3.1	3.9	3.9	3.9	4.3	3.1	5.1	99.9	12.9	9.4	1.2		0
4.7	5.9	3.9	10.2	9	3.9	3.9	14.9	4.3	17.2	3.5	53.3	95.7	80	18.8	41.9	23.5	10.6	9	3.2		1
2	5.5	28.2	69	3.9	3.1	3.1	2.4	3.1	2	34.5	33.7	47.8	9	21.6	28.2	12.5	25.5	3.9	5.5		2
3.1	10.2	69.4	7.4	4.7	3.1	3.1	3.1	8.2	6.3	13.3	40.4	41.6	92.5	98	66.2	78	49.4	8.2	6.7		3
2	2.4	3.9	3.5	6.3	7.1	15.3	81.2	6.7	7.8	100	61.5	100	100	71.7	80.7	20	4.3	3.1	11.4		4
2.4	3.1	3.9	9.4	19.2	98.8	13.3	10.2	98	69.8	76.1	92.6	45.8	89	100	67.4	100	5.5	5.5	2.8		5
3.5	6.3	7.1	21.5	99.6	100	17.2	100	73.7	11	100	98.4	71.7	41.1	27	14.1	8.2	44.3	100	58.4		6
11	61.9	61.5	94.9	100	96	26.2	100	10.6	5.9	13.3	15.3	7.8	16.1	36.4	100	66.2	47.8	85	10.6		7
100	20	18.4	35.3	33.7	11.8	8.6	9	5.1	5.1	5.5	61.1	12.1	45.8	63.1	39.2	45.4	34.9	27.4	23.5		8
29.4	7.8	3.9	4.7	4.3	5.1	85.8	51.3	5.5	72.9	21.6	12.5	30.6	29.8	9	41.9	9	99.9	43.1	3.9		9


33.7	25.5	15.3	21.9	3.1	97.6	2	2.4	60.4	3.9	11.4	3.1	4.3	3.1	3.1	5.1	99.2	14.1	6.3	0.4		0
3.9	5.1	3.1	10.6	7.8	5.1	4.7	12.2	3.9	3.1	3.1	52.1	96.1	78	15.7	42.7	23.5	9	10.2	4.3		1
